,reaction name,,total,fatal,name0,name1,level,vax_name,sheet
72,Intervertebral disc protrusion,,9.0,0.0,Muscle & tissue disorders,Intervertebral disc disorders NEC,3,astra,Table 24
73,Joint related disorders NEC,,,,Muscle & tissue disorders,,2,astra,Table 24
74,Ankle impingement,,1.0,0.0,Muscle & tissue disorders,Joint related disorders NEC,3,astra,Table 24
75,Femoroacetabular impingement,,2.0,0.0,Muscle & tissue disorders,Joint related disorders NEC,3,astra,Table 24
76,Hypermobility syndrome,,3.0,0.0,Muscle & tissue disorders,Joint related disorders NEC,3,astra,Table 24
77,Joint ankylosis,,2.0,0.0,Muscle & tissue disorders,Joint related disorders NEC,3,astra,Table 24
78,Joint contracture,,1.0,0.0,Muscle & tissue disorders,Joint related disorders NEC,3,astra,Table 24
79,Joint instability,,3.0,0.0,Muscle & tissue disorders,Joint related disorders NEC,3,astra,Table 24
80,Joint laxity,,6.0,0.0,Muscle & tissue disorders,Joint related disorders NEC,3,astra,Table 24
81,Joint lock,,60.0,0.0,Muscle & tissue disorders,Joint related disorders NEC,3,astra,Table 24
82,Ligament laxity,,1.0,0.0,Muscle & tissue disorders,Joint related disorders NEC,3,astra,Table 24
83,Patellofemoral pain syndrome,,7.0,0.0,Muscle & tissue disorders,Joint related disorders NEC,3,astra,Table 24
84,Periarthritis,,423.0,0.0,Muscle & tissue disorders,Joint related disorders NEC,3,astra,Table 24
85,Rotator cuff syndrome,,88.0,0.0,Muscle & tissue disorders,Joint related disorders NEC,3,astra,Table 24
86,Temporomandibular joint syndrome,,22.0,0.0,Muscle & tissue disorders,Joint related disorders NEC,3,astra,Table 24
87,Joint related signs and symptoms,,,,Muscle & tissue disorders,,2,astra,Table 24
88,Arthralgia,,22920.0,0.0,Muscle & tissue disorders,Joint related signs and symptoms,3,astra,Table 24
89,Jaw clicking,,5.0,0.0,Muscle & tissue disorders,Joint related signs and symptoms,3,astra,Table 24
90,Joint effusion,,9.0,0.0,Muscle & tissue disorders,Joint related signs and symptoms,3,astra,Table 24
91,Joint noise,,51.0,0.0,Muscle & tissue disorders,Joint related signs and symptoms,3,astra,Table 24
92,Joint range of motion decreased,,6.0,0.0,Muscle & tissue disorders,Joint related signs and symptoms,3,astra,Table 24
93,Joint stiffness,,467.0,0.0,Muscle & tissue disorders,Joint related signs and symptoms,3,astra,Table 24
94,Joint swelling,,1034.0,0.0,Muscle & tissue disorders,Joint related signs and symptoms,3,astra,Table 24
95,Joint vibration,,6.0,0.0,Muscle & tissue disorders,Joint related signs and symptoms,3,astra,Table 24
96,Joint warmth,,38.0,0.0,Muscle & tissue disorders,Joint related signs and symptoms,3,astra,Table 24
97,Loose body in joint,,1.0,0.0,Muscle & tissue disorders,Joint related signs and symptoms,3,astra,Table 24
98,Ligament disorders,,,,Muscle & tissue disorders,,2,astra,Table 24
99,Ligament pain,,11.0,0.0,Muscle & tissue disorders,Ligament disorders,3,astra,Table 24
100,Lupus erythematosus (incl subtypes),,,,Muscle & tissue disorders,,2,astra,Table 24
101,Lupus-like syndrome,,1.0,0.0,Muscle & tissue disorders,Lupus erythematosus (incl subtypes),3,astra,Table 24
102,Systemic lupus erythematosus,,37.0,0.0,Muscle & tissue disorders,Lupus erythematosus (incl subtypes),3,astra,Table 24
103,Metabolic bone disorders,,,,Muscle & tissue disorders,,2,astra,Table 24
104,Dwarfism,,1.0,0.0,Muscle & tissue disorders,Metabolic bone disorders,3,astra,Table 24
105,Osteopenia,,2.0,0.0,Muscle & tissue disorders,Metabolic bone disorders,3,astra,Table 24
106,Osteoporosis,,12.0,0.0,Muscle & tissue disorders,Metabolic bone disorders,3,astra,Table 24
107,Muscle infections and inflammations,,,,Muscle & tissue disorders,,2,astra,Table 24
108,Autoimmune myositis,,1.0,0.0,Muscle & tissue disorders,Muscle infections and inflammations,3,astra,Table 24
109,Muscle & tissue disorMduesrcsle & tissue disorders cont'd,,,,Muscle & tissue disorders,,2,astra,Table 24
110,Myositis,,51.0,0.0,Muscle & tissue disorders,Muscle & tissue disorMduesrcsle & tissue disorders cont'd,3,astra,Table 24
111,Myositis ossificans,,1.0,0.0,Muscle & tissue disorders,Muscle & tissue disorMduesrcsle & tissue disorders cont'd,3,astra,Table 24
112,Polymyositis,,4.0,0.0,Muscle & tissue disorders,Muscle & tissue disorMduesrcsle & tissue disorders cont'd,3,astra,Table 24
113,Muscle pains,,,,Muscle & tissue disorders,,2,astra,Table 24
114,Fibromyalgia,,295.0,0.0,Muscle & tissue disorders,Muscle pains,3,astra,Table 24
115,Myalgia,,26688.0,0.0,Muscle & tissue disorders,Muscle pains,3,astra,Table 24
116,Myalgia intercostal,,3.0,0.0,Muscle & tissue disorders,Muscle pains,3,astra,Table 24
117,Myofascial pain syndrome,,26.0,0.0,Muscle & tissue disorders,Muscle pains,3,astra,Table 24
118,Muscle related signs and symptoms NEC,,,,Muscle & tissue disorders,,2,astra,Table 24
119,Haematoma muscle,,3.0,0.0,Muscle & tissue disorders,Muscle related signs and symptoms NEC,3,astra,Table 24
120,Muscle atrophy,,37.0,0.0,Muscle & tissue disorders,Muscle related signs and symptoms NEC,3,astra,Table 24
121,Muscle discomfort,,20.0,0.0,Muscle & tissue disorders,Muscle related signs and symptoms NEC,3,astra,Table 24
122,Muscle disorder,,12.0,0.0,Muscle & tissue disorders,Muscle related signs and symptoms NEC,3,astra,Table 24
123,Muscle fatigue,,1003.0,0.0,Muscle & tissue disorders,Muscle related signs and symptoms NEC,3,astra,Table 24
124,Muscle haemorrhage,,5.0,0.0,Muscle & tissue disorders,Muscle related signs and symptoms NEC,3,astra,Table 24
125,Muscle hypertrophy,,1.0,0.0,Muscle & tissue disorders,Muscle related signs and symptoms NEC,3,astra,Table 24
126,Muscle mass,,12.0,0.0,Muscle & tissue disorders,Muscle related signs and symptoms NEC,3,astra,Table 24
127,Muscle oedema,,2.0,0.0,Muscle & tissue disorders,Muscle related signs and symptoms NEC,3,astra,Table 24
128,Muscle spasms,,3496.0,0.0,Muscle & tissue disorders,Muscle related signs and symptoms NEC,3,astra,Table 24
129,Muscle swelling,,32.0,0.0,Muscle & tissue disorders,Muscle related signs and symptoms NEC,3,astra,Table 24
130,Muscle tightness,,195.0,0.0,Muscle & tissue disorders,Muscle related signs and symptoms NEC,3,astra,Table 24
131,Muscle twitching,,579.0,0.0,Muscle & tissue disorders,Muscle related signs and symptoms NEC,3,astra,Table 24
132,Muscle tone abnormalities,,,,Muscle & tissue disorders,,2,astra,Table 24
133,Muscle rigidity,,53.0,0.0,Muscle & tissue disorders,Muscle tone abnormalities,3,astra,Table 24
134,Nuchal rigidity,,17.0,0.0,Muscle & tissue disorders,Muscle tone abnormalities,3,astra,Table 24
135,Torticollis,,13.0,0.0,Muscle & tissue disorders,Muscle tone abnormalities,3,astra,Table 24
136,Trismus,,55.0,0.0,Muscle & tissue disorders,Muscle tone abnormalities,3,astra,Table 24
137,Muscle weakness conditions,,,,Muscle & tissue disorders,,2,astra,Table 24
138,Muscular weakness,,2183.0,0.0,Muscle & tissue disorders,Muscle weakness conditions,3,astra,Table 24
139,Sarcopenia,,1.0,0.0,Muscle & tissue disorders,Muscle weakness conditions,3,astra,Table 24
140,Musculoskeletal and connective tissue conditions NEC,,,,Muscle & tissue disorders,,2,astra,Table 24
141,Back disorder,,3.0,0.0,Muscle & tissue disorders,Musculoskeletal and connective tissue conditions NEC,3,astra,Table 24
142,Extremity contracture,,2.0,0.0,Muscle & tissue disorders,Musculoskeletal and connective tissue conditions NEC,3,astra,Table 24
143,Infantile back arching,,1.0,0.0,Muscle & tissue disorders,Musculoskeletal and connective tissue conditions NEC,3,astra,Table 24
144,Limb mass,,18.0,0.0,Muscle & tissue disorders,Musculoskeletal and connective tissue conditions NEC,3,astra,Table 24
145,Mandibular mass,,1.0,0.0,Muscle & tissue disorders,Musculoskeletal and connective tissue conditions NEC,3,astra,Table 24
146,Mastication disorder,,9.0,0.0,Muscle & tissue disorders,Musculoskeletal and connective tissue conditions NEC,3,astra,Table 24
147,Mobility decreased,,159.0,0.0,Muscle & tissue disorders,Musculoskeletal and connective tissue conditions NEC,3,astra,Table 24
148,Muscle contracture,,4.0,0.0,Muscle & tissue disorders,Musculoskeletal and connective tissue conditions NEC,3,astra,Table 24
149,Musculoskeletal disorder,,4.0,0.0,Muscle & tissue disorders,Musculoskeletal and connective tissue conditions NEC,3,astra,Table 24
150,Musculoskeletal stiffness,,2358.0,0.0,Muscle & tissue disorders,Musculoskeletal and connective tissue conditions NEC,3,astra,Table 24
151,Posture abnormal,,2.0,0.0,Muscle & tissue disorders,Musculoskeletal and connective tissue conditions NEC,3,astra,Table 24
152,Somatic dysfunction,,1.0,0.0,Muscle & tissue disorders,Musculoskeletal and connective tissue conditions NEC,3,astra,Table 24
153,Weight bearing difficulty,,13.0,0.0,Muscle & tissue disorders,Musculoskeletal and connective tissue conditions NEC,3,astra,Table 24
154,Winged scapula,,1.0,0.0,Muscle & tissue disorders,Musculoskeletal and connective tissue conditions NEC,3,astra,Table 24
155,"Musculoskeletal and connective tissue deformities of skull, face and buccal cavity",,,,Muscle & tissue disorders,,2,astra,Table 24
156,Facial asymmetry,,3.0,0.0,Muscle & tissue disorders,"Musculoskeletal and connective tissue deformities of skull, face and buccal cavity",3,astra,Table 24
157,Head deformity,,1.0,0.0,Muscle & tissue disorders,"Musculoskeletal and connective tissue deformities of skull, face and buccal cavity",3,astra,Table 24
158,Musculoskeletal and connective tissue infections and inflammations NEC,,,,Muscle & tissue disorders,,2,astra,Table 24
159,Connective tissue inflammation,,3.0,0.0,Muscle & tissue disorders,Musculoskeletal and connective tissue infections and inflammations NEC,3,astra,Table 24
160,Dactylitis,,3.0,0.0,Muscle & tissue disorders,Musculoskeletal and connective tissue infections and inflammations NEC,3,astra,Table 24
161,Dupuytren's contracture,,2.0,0.0,Muscle & tissue disorders,Musculoskeletal and connective tissue infections and inflammations NEC,3,astra,Table 24
162,Muscle & tissue disorMduesrcsle & tissue disorders cont'd,,,,Muscle & tissue disorders,,2,astra,Table 24
163,Fasciitis,,1.0,0.0,Muscle & tissue disorders,Muscle & tissue disorMduesrcsle & tissue disorders cont'd,3,astra,Table 24
164,Plantar fasciitis,,14.0,0.0,Muscle & tissue disorders,Muscle & tissue disorMduesrcsle & tissue disorders cont'd,3,astra,Table 24
165,Musculoskeletal and connective tissue pain and discomfort,,,,Muscle & tissue disorders,,2,astra,Table 24
166,Amplified musculoskeletal pain syndrome,,1.0,0.0,Muscle & tissue disorders,Musculoskeletal and connective tissue pain and discomfort,3,astra,Table 24
167,Back pain,,5839.0,0.0,Muscle & tissue disorders,Musculoskeletal and connective tissue pain and discomfort,3,astra,Table 24
168,Flank pain,,91.0,0.0,Muscle & tissue disorders,Musculoskeletal and connective tissue pain and discomfort,3,astra,Table 24
169,Growing pains,,8.0,0.0,Muscle & tissue disorders,Musculoskeletal and connective tissue pain and discomfort,3,astra,Table 24
170,Limb discomfort,,2349.0,0.0,Muscle & tissue disorders,Musculoskeletal and connective tissue pain and discomfort,3,astra,Table 24
171,Musculoskeletal chest pain,,419.0,0.0,Muscle & tissue disorders,Musculoskeletal and connective tissue pain and discomfort,3,astra,Table 24
172,Musculoskeletal discomfort,,154.0,0.0,Muscle & tissue disorders,Musculoskeletal and connective tissue pain and discomfort,3,astra,Table 24
173,Musculoskeletal pain,,76.0,0.0,Muscle & tissue disorders,Musculoskeletal and connective tissue pain and discomfort,3,astra,Table 24
174,Neck pain,,3110.0,0.0,Muscle & tissue disorders,Musculoskeletal and connective tissue pain and discomfort,3,astra,Table 24
175,Pain in extremity,,22048.0,0.0,Muscle & tissue disorders,Musculoskeletal and connective tissue pain and discomfort,3,astra,Table 24
176,Rheumatic disorder,,27.0,0.0,Muscle & tissue disorders,Musculoskeletal and connective tissue pain and discomfort,3,astra,Table 24
177,Myopathies,,,,Muscle & tissue disorders,,2,astra,Table 24
178,Compartment syndrome,,5.0,0.0,Muscle & tissue disorders,Myopathies,3,astra,Table 24
179,Muscle necrosis,,1.0,0.0,Muscle & tissue disorders,Myopathies,3,astra,Table 24
180,Myopathy,,6.0,0.0,Muscle & tissue disorders,Myopathies,3,astra,Table 24
181,Rhabdomyolysis,,9.0,1.0,Muscle & tissue disorders,Myopathies,3,astra,Table 24
182,Osteoarthropathies,,,,Muscle & tissue disorders,,2,astra,Table 24
183,Nodal osteoarthritis,,1.0,0.0,Muscle & tissue disorders,Osteoarthropathies,3,astra,Table 24
184,Osteoarthritis,,94.0,0.0,Muscle & tissue disorders,Osteoarthropathies,3,astra,Table 24
185,Spinal osteoarthritis,,8.0,0.0,Muscle & tissue disorders,Osteoarthropathies,3,astra,Table 24
186,Psoriatic arthropathies,,,,Muscle & tissue disorders,,2,astra,Table 24
187,Psoriatic arthropathy,,31.0,0.0,Muscle & tissue disorders,Psoriatic arthropathies,3,astra,Table 24
188,Rheumatoid arthropathies,,,,Muscle & tissue disorders,,2,astra,Table 24
189,Felty's syndrome,,1.0,0.0,Muscle & tissue disorders,Rheumatoid arthropathies,3,astra,Table 24
190,Juvenile idiopathic arthritis,,2.0,0.0,Muscle & tissue disorders,Rheumatoid arthropathies,3,astra,Table 24
191,Rheumatoid arthritis,,192.0,0.0,Muscle & tissue disorders,Rheumatoid arthropathies,3,astra,Table 24
192,Rheumatoid nodule,,1.0,0.0,Muscle & tissue disorders,Rheumatoid arthropathies,3,astra,Table 24
193,Still's disease,,6.0,0.0,Muscle & tissue disorders,Rheumatoid arthropathies,3,astra,Table 24
194,Soft tissue disorders NEC,,,,Muscle & tissue disorders,,2,astra,Table 24
195,Axillary mass,,81.0,0.0,Muscle & tissue disorders,Soft tissue disorders NEC,3,astra,Table 24
196,Clubbing,,1.0,0.0,Muscle & tissue disorders,Soft tissue disorders NEC,3,astra,Table 24
197,Fistula,,3.0,0.0,Muscle & tissue disorders,Soft tissue disorders NEC,3,astra,Table 24
198,Groin pain,,228.0,0.0,Muscle & tissue disorders,Soft tissue disorders NEC,3,astra,Table 24
199,Neck mass,,25.0,0.0,Muscle & tissue disorders,Soft tissue disorders NEC,3,astra,Table 24
200,Soft tissue disorder,,3.0,0.0,Muscle & tissue disorders,Soft tissue disorders NEC,3,astra,Table 24
201,Soft tissue mass,,3.0,0.0,Muscle & tissue disorders,Soft tissue disorders NEC,3,astra,Table 24
202,Soft tissue swelling,,7.0,0.0,Muscle & tissue disorders,Soft tissue disorders NEC,3,astra,Table 24
203,Spine and neck deformities,,,,Muscle & tissue disorders,,2,astra,Table 24
204,Kyphosis,,6.0,0.0,Muscle & tissue disorders,Spine and neck deformities,3,astra,Table 24
205,Scoliosis,,4.0,0.0,Muscle & tissue disorders,Spine and neck deformities,3,astra,Table 24
206,Spinal stenosis,,2.0,0.0,Muscle & tissue disorders,Spine and neck deformities,3,astra,Table 24
207,Spondyloarthropathies,,,,Muscle & tissue disorders,,2,astra,Table 24
208,Ankylosing spondylitis,,32.0,0.0,Muscle & tissue disorders,Spondyloarthropathies,3,astra,Table 24
209,Arthritis reactive,,61.0,0.0,Muscle & tissue disorders,Spondyloarthropathies,3,astra,Table 24
210,Axial spondyloarthritis,,2.0,0.0,Muscle & tissue disorders,Spondyloarthropathies,3,astra,Table 24
211,Spondylitis,,7.0,0.0,Muscle & tissue disorders,Spondyloarthropathies,3,astra,Table 24
212,Synovial disorders,,,,Muscle & tissue disorders,,2,astra,Table 24
213,Synovial cyst,,12.0,0.0,Muscle & tissue disorders,Synovial disorders,3,astra,Table 24
214,Synovitis,,19.0,0.0,Muscle & tissue disorders,Synovial disorders,3,astra,Table 24
215,Tendon disorders,,,,Muscle & tissue disorders,,2,astra,Table 24
216,Muscle & tissue disorMduesrcsle & tissue disorders cont'd,,,,Muscle & tissue disorders,,2,astra,Table 24
217,Enthesopathy,,1.0,0.0,Muscle & tissue disorders,Muscle & tissue disorMduesrcsle & tissue disorders cont'd,3,astra,Table 24
218,Tendon discomfort,,4.0,0.0,Muscle & tissue disorders,Muscle & tissue disorMduesrcsle & tissue disorders cont'd,3,astra,Table 24
219,Tendon disorder,,9.0,0.0,Muscle & tissue disorders,Muscle & tissue disorMduesrcsle & tissue disorders cont'd,3,astra,Table 24
220,Tendon pain,,43.0,0.0,Muscle & tissue disorders,Muscle & tissue disorMduesrcsle & tissue disorders cont'd,3,astra,Table 24
221,Tendon sheath disorder,,1.0,0.0,Muscle & tissue disorders,Muscle & tissue disorMduesrcsle & tissue disorders cont'd,3,astra,Table 24
222,Tendonitis,,101.0,0.0,Muscle & tissue disorders,Muscle & tissue disorMduesrcsle & tissue disorders cont'd,3,astra,Table 24
223,Tenosynovitis,,3.0,0.0,Muscle & tissue disorders,Muscle & tissue disorMduesrcsle & tissue disorders cont'd,3,astra,Table 24
224,Tenosynovitis stenosans,,3.0,0.0,Muscle & tissue disorders,Muscle & tissue disorMduesrcsle & tissue disorders cont'd,3,astra,Table 24
225,Trigger finger,,33.0,0.0,Muscle & tissue disorders,Muscle & tissue disorMduesrcsle & tissue disorders cont'd,3,astra,Table 24
226,Muscle & tissue disorders SOC TOTAL,,100918.0,1.0,Muscle & tissue disorders,Muscle & tissue disorMduesrcsle & tissue disorders cont'd,4,astra,Table 24
1,Neoplasms,,,,Neoplasms,,1,astra,Table 24
2,Anal canal neoplasms malignant,,,,Neoplasms,,2,astra,Table 24
3,Anal cancer,,1.0,0.0,Neoplasms,Anal canal neoplasms malignant,3,astra,Table 24
4,Aural neoplasms benign,,,,Neoplasms,,2,astra,Table 24
5,Benign ear neoplasm,,1.0,0.0,Neoplasms,Aural neoplasms benign,3,astra,Table 24
6,B-cell lymphomas NEC,,,,Neoplasms,,2,astra,Table 24
7,B-cell lymphoma,,2.0,0.0,Neoplasms,B-cell lymphomas NEC,3,astra,Table 24
8,Follicular lymphoma,,2.0,0.0,Neoplasms,B-cell lymphomas NEC,3,astra,Table 24
9,Bile duct neoplasms malignant,,,,Neoplasms,,2,astra,Table 24
10,Bile duct cancer,,1.0,0.0,Neoplasms,Bile duct neoplasms malignant,3,astra,Table 24
11,Cholangiocarcinoma,,1.0,0.0,Neoplasms,Bile duct neoplasms malignant,3,astra,Table 24
12,Bladder neoplasms malignant,,,,Neoplasms,,2,astra,Table 24
13,Bladder cancer,,1.0,0.0,Neoplasms,Bladder neoplasms malignant,3,astra,Table 24
14,Bone neoplasms malignant (excl sarcomas),,,,Neoplasms,,2,astra,Table 24
15,Bone cancer,,2.0,0.0,Neoplasms,Bone neoplasms malignant (excl sarcomas),3,astra,Table 24
16,Breast and nipple neoplasms benign,,,,Neoplasms,,2,astra,Table 24
17,Benign breast neoplasm,,3.0,0.0,Neoplasms,Breast and nipple neoplasms benign,3,astra,Table 24
18,Breast and nipple neoplasms malignant,,,,Neoplasms,,2,astra,Table 24
19,Breast cancer,,55.0,0.0,Neoplasms,Breast and nipple neoplasms malignant,3,astra,Table 24
20,Breast cancer female,,1.0,0.0,Neoplasms,Breast and nipple neoplasms malignant,3,astra,Table 24
21,Breast cancer in situ,,1.0,0.0,Neoplasms,Breast and nipple neoplasms malignant,3,astra,Table 24
22,Breast cancer male,,3.0,0.0,Neoplasms,Breast and nipple neoplasms malignant,3,astra,Table 24
23,Breast cancer metastatic,,1.0,0.0,Neoplasms,Breast and nipple neoplasms malignant,3,astra,Table 24
24,Breast cancer stage I,,1.0,0.0,Neoplasms,Breast and nipple neoplasms malignant,3,astra,Table 24
25,Breast cancer stage III,,3.0,0.0,Neoplasms,Breast and nipple neoplasms malignant,3,astra,Table 24
26,Breast cancer stage IV,,1.0,0.0,Neoplasms,Breast and nipple neoplasms malignant,3,astra,Table 24
27,Intraductal proliferative breast lesion,,1.0,0.0,Neoplasms,Breast and nipple neoplasms malignant,3,astra,Table 24
28,Cardiovascular neoplasms benign,,,,Neoplasms,,2,astra,Table 24
29,Haemangioma,,6.0,0.0,Neoplasms,Cardiovascular neoplasms benign,3,astra,Table 24
30,Central nervous system neoplasms malignant NEC,,,,Neoplasms,,2,astra,Table 24
31,Brain cancer metastatic,,2.0,0.0,Neoplasms,Central nervous system neoplasms malignant NEC,3,astra,Table 24
32,Brain neoplasm malignant,,2.0,0.0,Neoplasms,Central nervous system neoplasms malignant NEC,3,astra,Table 24
33,Cervix neoplasms benign,,,,Neoplasms,,2,astra,Table 24
34,Cervix warts,,1.0,0.0,Neoplasms,Cervix neoplasms benign,3,astra,Table 24
35,Cervix neoplasms malignant,,,,Neoplasms,,2,astra,Table 24
36,Cervix carcinoma,,3.0,0.0,Neoplasms,Cervix neoplasms malignant,3,astra,Table 24
37,Colorectal neoplasms malignant,,,,Neoplasms,,2,astra,Table 24
38,Colon cancer,,1.0,0.0,Neoplasms,Colorectal neoplasms malignant,3,astra,Table 24
39,Colorectal cancer,,3.0,0.0,Neoplasms,Colorectal neoplasms malignant,3,astra,Table 24
40,Endocrine neoplasms benign NEC,,,,Neoplasms,,2,astra,Table 24
41,Pituitary tumour benign,,2.0,0.0,Neoplasms,Endocrine neoplasms benign NEC,3,astra,Table 24
42,Endocrine neoplasms malignant and unspecified NEC,,,,Neoplasms,,2,astra,Table 24
43,Neuroendocrine tumour,,1.0,0.0,Neoplasms,Endocrine neoplasms malignant and unspecified NEC,3,astra,Table 24
44,Endometrial neoplasms malignant,,,,Neoplasms,,2,astra,Table 24
45,Clear cell endometrial carcinoma,,1.0,0.0,Neoplasms,Endometrial neoplasms malignant,3,astra,Table 24
46,Endometrial cancer,,2.0,0.0,Neoplasms,Endometrial neoplasms malignant,3,astra,Table 24
47,Gastrointestinal neoplasms benign NEC,,,,Neoplasms,,2,astra,Table 24
48,Gastrointestinal tract adenoma,,1.0,0.0,Neoplasms,Gastrointestinal neoplasms benign NEC,3,astra,Table 24
49,Gastrointestinal neoplasms malignant NEC,,,,Neoplasms,,2,astra,Table 24
50,Gastrointestinal carcinoma,,6.0,0.0,Neoplasms,Gastrointestinal neoplasms malignant NEC,3,astra,Table 24
51,Glial tumours malignant,,,,Neoplasms,,2,astra,Table 24
52,Glioblastoma,,4.0,0.0,Neoplasms,Glial tumours malignant,3,astra,Table 24
53,Glioblastoma multiforme,,1.0,0.0,Neoplasms,Glial tumours malignant,3,astra,Table 24
54,Haematologic neoplasms NEC,,,,Neoplasms,,2,astra,Table 24
55,Neoplasms               Neoplasms cont'd,,,,Neoplasms,,2,astra,Table 24
56,Benign lymph node neoplasm,,1.0,0.0,Neoplasms,Neoplasms               Neoplasms cont'd,3,astra,Table 24
57,Haematological malignancy,,2.0,0.0,Neoplasms,Neoplasms               Neoplasms cont'd,3,astra,Table 24
58,Systemic mastocytosis,,1.0,0.0,Neoplasms,Neoplasms               Neoplasms cont'd,3,astra,Table 24
59,Hepatic neoplasms malignant,,,,Neoplasms,,2,astra,Table 24
60,Hepatocellular carcinoma,,4.0,0.0,Neoplasms,Hepatic neoplasms malignant,3,astra,Table 24
61,Hepatobiliary neoplasms malignancy unspecified,,,,Neoplasms,,2,astra,Table 24
62,Hepatic neoplasm,,1.0,0.0,Neoplasms,Hepatobiliary neoplasms malignancy unspecified,3,astra,Table 24
63,Hepatoblastomas,,,,Neoplasms,,2,astra,Table 24
64,Hepatoblastoma,,1.0,0.0,Neoplasms,Hepatoblastomas,3,astra,Table 24
65,Hodgkin's disease NEC,,,,Neoplasms,,2,astra,Table 24
66,Hodgkin's disease,,2.0,0.0,Neoplasms,Hodgkin's disease NEC,3,astra,Table 24
67,Leiomyosarcomas,,,,Neoplasms,,2,astra,Table 24
68,Pleomorphic leiomyosarcoma,,1.0,0.0,Neoplasms,Leiomyosarcomas,3,astra,Table 24
69,Leukaemias NEC,,,,Neoplasms,,2,astra,Table 24
70,Leukaemia,,3.0,0.0,Neoplasms,Leukaemias NEC,3,astra,Table 24
71,Leukaemia recurrent,,1.0,0.0,Neoplasms,Leukaemias NEC,3,astra,Table 24
72,Leukaemias acute myeloid,,,,Neoplasms,,2,astra,Table 24
73,Acute myeloid leukaemia,,4.0,1.0,Neoplasms,Leukaemias acute myeloid,3,astra,Table 24
74,Leukaemias chronic lymphocytic,,,,Neoplasms,,2,astra,Table 24
75,Chronic lymphocytic leukaemia,,7.0,0.0,Neoplasms,Leukaemias chronic lymphocytic,3,astra,Table 24
76,Leukaemias chronic myeloid,,,,Neoplasms,,2,astra,Table 24
77,Chronic myeloid leukaemia,,1.0,0.0,Neoplasms,Leukaemias chronic myeloid,3,astra,Table 24
78,Leukaemias myeloid NEC,,,,Neoplasms,,2,astra,Table 24
79,Myeloid leukaemia,,1.0,0.0,Neoplasms,Leukaemias myeloid NEC,3,astra,Table 24
80,Lip and oral cavity neoplasms benign,,,,Neoplasms,,2,astra,Table 24
81,Papillary cystadenoma lymphomatosum,,1.0,0.0,Neoplasms,Lip and oral cavity neoplasms benign,3,astra,Table 24
82,Lip and oral cavity neoplasms malignant,,,,Neoplasms,,2,astra,Table 24
83,Lip and/or oral cavity cancer,,1.0,0.0,Neoplasms,Lip and oral cavity neoplasms malignant,3,astra,Table 24
84,Squamous cell carcinoma of the oral cavity,,2.0,0.0,Neoplasms,Lip and oral cavity neoplasms malignant,3,astra,Table 24
85,Lymphomas unspecified NEC,,,,Neoplasms,,2,astra,Table 24
86,Lymphoma,,19.0,0.0,Neoplasms,Lymphomas unspecified NEC,3,astra,Table 24
87,Lymphoproliferative disorders NEC (excl leukaemias and lymphomas),,,,Neoplasms,,2,astra,Table 24
88,Epstein Barr virus positive mucocutaneous ulcer,,1.0,0.0,Neoplasms,Lymphoproliferative disorders NEC (excl leukaemias and lymphomas),3,astra,Table 24
89,Histiocytic necrotising lymphadenitis,,1.0,0.0,Neoplasms,Lymphoproliferative disorders NEC (excl leukaemias and lymphomas),3,astra,Table 24
90,Lymphoproliferative disorder,,1.0,0.0,Neoplasms,Lymphoproliferative disorders NEC (excl leukaemias and lymphomas),3,astra,Table 24
91,Lymphoproliferative disorder in remission,,1.0,0.0,Neoplasms,Lymphoproliferative disorders NEC (excl leukaemias and lymphomas),3,astra,Table 24
92,Mediastinal neoplasms malignancy unspecified NEC,,,,Neoplasms,,2,astra,Table 24
93,Good syndrome,,4.0,0.0,Neoplasms,Mediastinal neoplasms malignancy unspecified NEC,3,astra,Table 24
94,Metastases to specified sites,,,,Neoplasms,,2,astra,Table 24
95,Metastases to bone,,1.0,0.0,Neoplasms,Metastases to specified sites,3,astra,Table 24
96,Metastases to central nervous system,,1.0,1.0,Neoplasms,Metastases to specified sites,3,astra,Table 24
97,Metastases to liver,,1.0,0.0,Neoplasms,Metastases to specified sites,3,astra,Table 24
98,Metastases to lung,,1.0,1.0,Neoplasms,Metastases to specified sites,3,astra,Table 24
99,Metastases to unknown and unspecified sites,,,,Neoplasms,,2,astra,Table 24
100,Metastasis,,4.0,1.0,Neoplasms,Metastases to unknown and unspecified sites,3,astra,Table 24
101,Myelodysplastic syndromes,,,,Neoplasms,,2,astra,Table 24
102,Myelodysplastic syndrome,,1.0,0.0,Neoplasms,Myelodysplastic syndromes,3,astra,Table 24
103,Myeloproliferative disorders (excl leukaemias),,,,Neoplasms,,2,astra,Table 24
104,Essential thrombocythaemia,,2.0,0.0,Neoplasms,Myeloproliferative disorders (excl leukaemias),3,astra,Table 24
105,Neoplasms benign site unspecified NEC,,,,Neoplasms,,2,astra,Table 24
106,Adenoma benign,,1.0,0.0,Neoplasms,Neoplasms benign site unspecified NEC,3,astra,Table 24
107,Fibroma,,1.0,0.0,Neoplasms,Neoplasms benign site unspecified NEC,3,astra,Table 24
108,Neoplasms malignant site unspecified NEC,,,,Neoplasms,,2,astra,Table 24
109,Neoplasms               Neoplasms cont'd,,,,Neoplasms,,2,astra,Table 24
110,Adenocarcinoma,,2.0,0.0,Neoplasms,Neoplasms               Neoplasms cont'd,3,astra,Table 24
